,Track,Artist,Region,Country,Sub_Region,Track_n_Region,days_on_chart,first_appeared_date
11323,Picnic en el 4to B / Te Hacen Falta Vitaminas / Mi Novia Tiene Bíceps (SEP7IMO DIA),Soda Stereo,ar,Argentina,South America,Picnic en el 4to B / Te Hacen Falta Vitaminas / Mi Novia Tiene Bíceps (SEP7IMO DIA) ar,4,3/9/2017
11339,Save Myself,Ed Sheeran,ar,Argentina,South America,Save Myself ar,7,3/2/2017
11346,Andromeda (feat. DRAM),Gorillaz,ar,Argentina,South America,Andromeda (feat. DRAM) ar,4,3/23/2017
11347,Prendido Fuego,No Te Va Gustar,ar,Argentina,South America,Prendido Fuego ar,4,6/2/2017
11348,Otra Vez,Felix Gabriel,ar,Argentina,South America,Otra Vez ar,7,1/31/2017
11361,Una Na,Lali,ar,Argentina,South America,Una Na ar,6,7/27/2017
11378,Signs,Drake,ar,Argentina,South America,Signs ar,12,6/28/2017
11380,Get Low (with Liam Payne),Zedd,ar,Argentina,South America,Get Low (with Liam Payne) ar,18,7/6/2017
11389,Whatever It Takes,Imagine Dragons,ar,Argentina,South America,Whatever It Takes ar,7,6/22/2017
11392,Cae el Sol / Planta (SEP7IMO DIA),Soda Stereo,ar,Argentina,South America,Cae el Sol / Planta (SEP7IMO DIA) ar,6,3/9/2017
11396,Break Up Every Night,The Chainsmokers,ar,Argentina,South America,Break Up Every Night ar,3,4/6/2017
11397,Otro,Charly García,ar,Argentina,South America,Otro ar,2,2/23/2017
11408,Volaré,Benjamín Amadeo,ar,Argentina,South America,Volaré ar,3,12/31/2016
11412,Ahora mirame,Ulises Bueno,ar,Argentina,South America,Ahora mirame ar,7,6/30/2017
11416,Shape of You - Versión Cumbia,Dj Pirata,ar,Argentina,South America,Shape of You - Versión Cumbia ar,3,5/11/2017
11420,Primavera,Charly García,ar,Argentina,South America,Primavera ar,2,2/23/2017
11424,Two Ghosts,Harry Styles,ar,Argentina,South America,Two Ghosts ar,4,5/11/2017
11428,The Love You Got,Poncho,ar,Argentina,South America,The Love You Got ar,5,1/1/2017
11438,Black Hole Sun,Soundgarden,ar,Argentina,South America,Black Hole Sun ar,2,5/17/2017
11440,OMG,Camila Cabello,ar,Argentina,South America,OMG ar,2,8/3/2017
11446,La Noche Eterna,El Mato A Un Policia Motorizado,ar,Argentina,South America,La Noche Eterna ar,2,6/21/2017
11447,Fue Tan Bueno,La Franela,ar,Argentina,South America,Fue Tan Bueno ar,2,7/31/2017
11451,Meet Me in the Hallway,Harry Styles,ar,Argentina,South America,Meet Me in the Hallway ar,3,5/11/2017
11455,Don't Leave,Snakehips,ar,Argentina,South America,Don't Leave ar,2,3/31/2017
11470,Planeador (SEP7IMO DIA),Soda Stereo,ar,Argentina,South America,Planeador (SEP7IMO DIA) ar,2,3/9/2017
11474,"Me, Myself & I",G-Eazy,ar,Argentina,South America,"Me, Myself & I ar",2,3/31/2017
11478,Corazón Fugitivo,La Renga,ar,Argentina,South America,Corazón Fugitivo ar,3,7/30/2017
11481,Persiana Americana (SEP7IMO DIA),Soda Stereo,ar,Argentina,South America,Persiana Americana (SEP7IMO DIA) ar,3,3/9/2017
11486,Sola Otra Vez,El Polaco,ar,Argentina,South America,Sola Otra Vez ar,10,12/31/2016
11490,Una historia,#TocoParaVos,ar,Argentina,South America,Una historia ar,2,12/31/2016
11492,El Tesoro,El Mato A Un Policia Motorizado,ar,Argentina,South America,El Tesoro ar,4,4/23/2017
11501,Una Cita - Remix,Alkilados,ar,Argentina,South America,Una Cita - Remix ar,2,12/31/2016
11571,Héroe Favorito,Romeo Santos,ar,Argentina,South America,Héroe Favorito ar,4,2/16/2017
11580,Motivos (En Vivo),Abel Pintos,ar,Argentina,South America,Motivos (En Vivo) ar,2,7/2/2017
11589,Bailame Despacio - Piso 21 Remix,Xantos,ar,Argentina,South America,Bailame Despacio - Piso 21 Remix ar,2,6/30/2017
11590,Show Me How to Live,Audioslave,ar,Argentina,South America,Show Me How to Live ar,2,5/17/2017
11591,"Si Me Muero (feat. Farruko, Lary Over, Nengo Flow & Darell)",Pepe Quintana,ar,Argentina,South America,"Si Me Muero (feat. Farruko, Lary Over, Nengo Flow & Darell) ar",2,8/12/2017
11593,Ella Es Tan Kubrick,Charly García,ar,Argentina,South America,Ella Es Tan Kubrick ar,2,2/23/2017
11604,Stitches,Shawn Mendes,ar,Argentina,South America,Stitches ar,2,1/1/2017
11617,Ever Since New York,Harry Styles,ar,Argentina,South America,Ever Since New York ar,2,5/11/2017
11619,Saturnz Barz (feat. Popcaan),Gorillaz,ar,Argentina,South America,Saturnz Barz (feat. Popcaan) ar,3,3/26/2017
11621,Yellow,Coldplay,ar,Argentina,South America,Yellow ar,8,6/7/2017
11628,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,ar,Argentina,South America,"City Of Stars - From ""La La Land"" Soundtrack ar",5,2/5/2017
11637,Mundo B,Charly García,ar,Argentina,South America,Mundo B ar,1,2/23/2017
11649,Call on Me - Ryan Riback Remix,Starley,ar,Argentina,South America,Call on Me - Ryan Riback Remix ar,1,5/3/2017
11650,Crema de Estrellas (SEP7IMO DIA),Soda Stereo,ar,Argentina,South America,Crema de Estrellas (SEP7IMO DIA) ar,1,3/9/2017
11653,Sólo necesito,#TocoParaVos,ar,Argentina,South America,Sólo necesito ar,1,12/31/2016
11664,Felices los 4 - Salsa Version,Maluma,ar,Argentina,South America,Felices los 4 - Salsa Version ar,7,7/14/2017
11676,Adios,Rombai,ar,Argentina,South America,Adios ar,1,12/31/2016
11690,"Tarara (Remix) [feat. Farruko, Ozuna, Cosculluela, Arcangel & Zion]",Alexio,ar,Argentina,South America,"Tarara (Remix) [feat. Farruko, Ozuna, Cosculluela, Arcangel & Zion] ar",2,1/1/2017
11848,Márchate ahora,Los Totora,ar,Argentina,South America,Márchate ahora ar,3,12/31/2016
11869,Tu y Yo,Pijama Party,ar,Argentina,South America,Tu y Yo ar,7,6/24/2017
11906,No Me Arrepiento de Este Amor,Gilda,ar,Argentina,South America,No Me Arrepiento de Este Amor ar,1,12/31/2016
11909,Deja Vu,Gustavo Cerati,ar,Argentina,South America,Deja Vu ar,1,8/10/2017
11910,Jamas,RC BAND,ar,Argentina,South America,Jamas ar,1,12/31/2016
11916,Strangers,Halsey,ar,Argentina,South America,Strangers ar,1,5/25/2017
11917,Down,Fifth Harmony,ar,Argentina,South America,Down ar,1,6/2/2017
11919,Be Yourself,Audioslave,ar,Argentina,South America,Be Yourself ar,1,5/17/2017
11922,La Llave,Agapornis,ar,Argentina,South America,La Llave ar,1,12/31/2016
11923,Hoy Acá en el Baile (Cara de Gitana) - Versión el Pepo,El Pepo,ar,Argentina,South America,Hoy Acá en el Baile (Cara de Gitana) - Versión el Pepo ar,1,12/31/2016
11925,El Pibe de los Astilleros,Patricio Rey y sus Redonditos de Ricota,ar,Argentina,South America,El Pibe de los Astilleros ar,1,7/30/2017
11931,Intro Luna Roja (SEP7IMO DIA),Soda Stereo,ar,Argentina,South America,Intro Luna Roja (SEP7IMO DIA) ar,1,3/9/2017
11934,No Te Vayas,Marama,ar,Argentina,South America,No Te Vayas ar,1,12/31/2016
12003,Would You Ever,Skrillex,ar,Argentina,South America,Would You Ever ar,1,8/16/2017
12004,I Have Questions,Camila Cabello,ar,Argentina,South America,I Have Questions ar,2,5/21/2017
12029,Dame Esta Noche,The Panas,ar,Argentina,South America,Dame Esta Noche ar,1,4/14/2017
12033,Switch,Iggy Azalea,ar,Argentina,South America,Switch ar,1,5/18/2017
12034,Give Me One Reason,Tom & Collins,ar,Argentina,South America,Give Me One Reason ar,1,6/23/2017
12040,Hard Times,Paramore,ar,Argentina,South America,Hard Times ar,1,4/20/2017
12041,Love Incredible (feat. Camila Cabello),Cashmere Cat,ar,Argentina,South America,Love Incredible (feat. Camila Cabello) ar,1,2/16/2017
12047,Soy Cordobes,Rodrigo,ar,Argentina,South America,Soy Cordobes ar,1,12/31/2016
12061,Gabriela,Ulises Bueno,ar,Argentina,South America,Gabriela ar,1,7/22/2017
12064,Amores Como el Nuestro,Los Charros,ar,Argentina,South America,Amores Como el Nuestro ar,1,12/31/2016
12066,Que Bonito,Banda XXI,ar,Argentina,South America,Que Bonito ar,1,12/31/2016
12075,Hoy,Agapornis,ar,Argentina,South America,Hoy ar,1,12/31/2016
12081,Ascension (feat. Vince Staples),Gorillaz,ar,Argentina,South America,Ascension (feat. Vince Staples) ar,1,4/27/2017
12084,Hombre al Agua (SEP7IMO DIA),Soda Stereo,ar,Argentina,South America,Hombre al Agua (SEP7IMO DIA) ar,1,3/9/2017
12086,Quería Ser Como Él,No Te Va Gustar,ar,Argentina,South America,Quería Ser Como Él ar,1,6/4/2017
12087,Cochise,Audioslave,ar,Argentina,South America,Cochise ar,1,5/17/2017
12088,Déjà Vu,Katy Perry,ar,Argentina,South America,Déjà Vu ar,1,6/8/2017
12089,La Cumbita,Tambó Tambó,ar,Argentina,South America,La Cumbita ar,1,12/31/2016
12090,Fuiste,Gilda,ar,Argentina,South America,Fuiste ar,1,12/31/2016
12091,Guante Blanco,No Te Va Gustar,ar,Argentina,South America,Guante Blanco ar,1,6/4/2017
12096,I Will Be There,Agapornis,ar,Argentina,South America,I Will Be There ar,1,12/31/2016
12098,Sueles Dejarme Solo (SEP7IMO DIA),Soda Stereo,ar,Argentina,South America,Sueles Dejarme Solo (SEP7IMO DIA) ar,1,3/9/2017
12101,El Taxi,Pitbull,ar,Argentina,South America,El Taxi ar,1,12/31/2016
12102,Había una Vez …,Indio Solari y los Fundamentalistas del Aire Acondicionado,ar,Argentina,South America,Había una Vez … ar,2,3/13/2017
12104,Efecto Doppler (SEP7IMO DIA),Soda Stereo,ar,Argentina,South America,Efecto Doppler (SEP7IMO DIA) ar,1,3/9/2017
12106,The Hills,The Weeknd,ar,Argentina,South America,The Hills ar,1,4/2/2017
12119,Reyes de la Noche,Guasones,ar,Argentina,South America,Reyes de la Noche ar,1,3/14/2017
12133,From the Dining Table,Harry Styles,ar,Argentina,South America,From the Dining Table ar,1,5/11/2017
12134,Quit (feat. Ariana Grande),Cashmere Cat,ar,Argentina,South America,Quit (feat. Ariana Grande) ar,1,5/17/2017
12139,Nunca me Faltes,Antonio Rios,ar,Argentina,South America,Nunca me Faltes ar,1,12/31/2016
12141,Lo Niego Todo,Joaquin Sabina,ar,Argentina,South America,Lo Niego Todo ar,1,1/26/2017
12148,Primavera 0 (SEP7IMO DIA),Soda Stereo,ar,Argentina,South America,Primavera 0 (SEP7IMO DIA) ar,1,3/9/2017
12152,Spector,Charly García,ar,Argentina,South America,Spector ar,1,2/23/2017
12158,Kissing Strangers,DNCE,ar,Argentina,South America,Kissing Strangers ar,1,8/3/2017
12160,Tal Vez,Marama,ar,Argentina,South America,Tal Vez ar,1,12/31/2016
12231,Se Parece Más A Ti,Jambao,ar,Argentina,South America,Se Parece Más A Ti ar,1,12/31/2016
12239,La Ventanita,Grupo Sombras,ar,Argentina,South America,La Ventanita ar,1,12/31/2016
12244,Walking The Wire,Imagine Dragons,ar,Argentina,South America,Walking The Wire ar,1,6/22/2017
12254,El Que Olvida,Ricardo Arjona,ar,Argentina,South America,El Que Olvida ar,1,4/20/2017
12256,La Estrategia,Cali Y El Dandee,ar,Argentina,South America,La Estrategia ar,1,8/13/2017
12258,I Am the Highway,Audioslave,ar,Argentina,South America,I Am the Highway ar,1,5/17/2017
12259,Time of Our Lives,Pitbull,ar,Argentina,South America,Time of Our Lives ar,1,12/31/2016
12285,Me Estoy Enamorando,Agapornis,ar,Argentina,South America,Me Estoy Enamorando ar,1,12/31/2016
12286,Como Le Digo,Rodrigo,ar,Argentina,South America,Como Le Digo ar,1,12/31/2016
12312,Una Leyenda China,Residente,ar,Argentina,South America,Una Leyenda China ar,1,3/30/2017
12314,Momentz (feat. De La Soul),Gorillaz,ar,Argentina,South America,Momentz (feat. De La Soul) ar,1,4/27/2017
12318,El Bombón,Los Palmeras,ar,Argentina,South America,El Bombón ar,1,12/31/2016
12335,Uh amor (feat. Lionel Ferro),#TocoParaVos,ar,Argentina,South America,Uh amor (feat. Lionel Ferro) ar,1,5/11/2017
12349,...Baby One More Time - Recorded at Spotify Studios NYC,Ed Sheeran,ar,Argentina,South America,...Baby One More Time - Recorded at Spotify Studios NYC ar,1,6/8/2017
12350,Someday,The Strokes,ar,Argentina,South America,Someday ar,1,4/2/2017
12355,Una Ráfaga de Amor,Rafaga,ar,Argentina,South America,Una Ráfaga de Amor ar,1,12/31/2016
12375,Ella,Agapornis,ar,Argentina,South America,Ella ar,9,12/31/2016
12377,Cuando Pase el Temblor (SEP7IMO DIA),Soda Stereo,ar,Argentina,South America,Cuando Pase el Temblor (SEP7IMO DIA) ar,1,3/9/2017
12382,Hypnotised,Coldplay,ar,Argentina,South America,Hypnotised ar,1,3/2/2017
12391,Havana,Camila Cabello,ar,Argentina,South America,Havana ar,1,8/16/2017
12393,Una Noche Contigo,Marama,ar,Argentina,South America,Una Noche Contigo ar,1,12/31/2016
12394,Yo tambien,Rombai,ar,Argentina,South America,Yo tambien ar,1,12/31/2016
12403,Friends (with BloodPop®),Justin Bieber,ar,Argentina,South America,Friends (with BloodPop®) ar,1,8/16/2017
12417,One Last Time,Ariana Grande,ar,Argentina,South America,One Last Time ar,1,6/4/2017
12418,Versace On The Floor (Bruno Mars vs. David Guetta),Bruno Mars,ar,Argentina,South America,Versace On The Floor (Bruno Mars vs. David Guetta) ar,1,6/29/2017
12431,Si Te Vas,Agapornis,ar,Argentina,South America,Si Te Vas ar,1,12/31/2016
12444,A Ella Le Gusta la Noche,AX 13,ar,Argentina,South America,A Ella Le Gusta la Noche ar,1,1/13/2017
12455,Alone,Marshmello,ar,Argentina,South America,Alone ar,8,1/29/2017
12458,Me soltaste,Jesse & Joy,ar,Argentina,South America,Me soltaste ar,1,7/26/2017
12463,Tu y Yo (feat. Daddy Yankee),Tommy Torres,ar,Argentina,South America,Tu y Yo (feat. Daddy Yankee) ar,1,1/3/2017
12467,Something Just Like This - Tokyo Remix,Coldplay,ar,Argentina,South America,Something Just Like This - Tokyo Remix ar,1,7/13/2017
12474,Rollin,Calvin Harris,ar,Argentina,South America,Rollin ar,1,5/11/2017
12484,Tu beso y tu piel (feat. Gustas Mio),#TocoParaVos,ar,Argentina,South America,Tu beso y tu piel (feat. Gustas Mio) ar,1,1/6/2017
14049,El Perdedor - The Remix,Maluma,ar,Argentina,South America,El Perdedor - The Remix ar,92,12/31/2016
14050,Bad Liar,Selena Gomez,ar,Argentina,South America,Bad Liar ar,87,5/17/2017
14051,Deja Que Te Bese,Alejandro Sanz,ar,Argentina,South America,Deja Que Te Bese ar,98,12/31/2016
14053,Una Lady Como Tú,Manuel Turizo,ar,Argentina,South America,Una Lady Como Tú ar,87,5/19/2017
14054,Work from Home,Fifth Harmony,ar,Argentina,South America,Work from Home ar,88,12/31/2016
14055,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,ar,Argentina,South America,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj) ar,81,1/31/2017
14058,"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",De La Ghetto,ar,Argentina,South America,"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa) ar",84,12/31/2016
14060,De Pies a Cabeza,Maná,ar,Argentina,South America,De Pies a Cabeza ar,97,12/31/2016
14062,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,ar,Argentina,South America,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners ar,100,12/31/2016
14063,Traicionero,La Beriso,ar,Argentina,South America,Traicionero ar,98,1/1/2017
14064,Hymn For The Weekend - Seeb Remix,Coldplay,ar,Argentina,South America,Hymn For The Weekend - Seeb Remix ar,87,12/31/2016
14067,El Chisme,Reykon,ar,Argentina,South America,El Chisme ar,97,12/31/2016
14069,Llegaste tú (feat. Reykon),Sofia Reyes,ar,Argentina,South America,Llegaste tú (feat. Reykon) ar,90,12/31/2016
14070,Strip That Down,Liam Payne,ar,Argentina,South America,Strip That Down ar,88,5/18/2017
14071,Si No Vuelves,Gente De Zona,ar,Argentina,South America,Si No Vuelves ar,91,5/12/2017
14072,Ya Me Enteré,Reik,ar,Argentina,South America,Ya Me Enteré ar,94,1/1/2017
14074,Un Ratito Mas,Bryant Myers,ar,Argentina,South America,Un Ratito Mas ar,92,5/14/2017
14076,Tu Arreglapenas,La Reserva,ar,Argentina,South America,Tu Arreglapenas ar,91,1/18/2017
14077,Malibu,Miley Cyrus,ar,Argentina,South America,Malibu ar,96,5/10/2017
14078,Picky,Joey Montana,ar,Argentina,South America,Picky ar,83,12/31/2016
14082,There for You,Martin Garrix,ar,Argentina,South America,There for You ar,81,5/25/2017
14085,Yo te propongo,Rombai,ar,Argentina,South America,Yo te propongo ar,84,12/31/2016
14089,This Is What You Came For,Calvin Harris,ar,Argentina,South America,This Is What You Came For ar,84,12/31/2016
14092,Mi Religión,Yandel,ar,Argentina,South America,Mi Religión ar,100,5/4/2017
14096,Nunca Me Olvides - Remix,Yandel,ar,Argentina,South America,Nunca Me Olvides - Remix ar,95,2/16/2017
14103,Crying in the Club,Camila Cabello,ar,Argentina,South America,Crying in the Club ar,81,5/18/2017
14122,En el Séptimo Día (SEP7IMO DIA),Soda Stereo,ar,Argentina,South America,En el Séptimo Día (SEP7IMO DIA) ar,88,2/9/2017
14123,Work,Rihanna,ar,Argentina,South America,Work ar,96,12/31/2016
14133,First Time,Kygo,ar,Argentina,South America,First Time ar,86,4/27/2017
14136,La Quiero Conocer,Marama,ar,Argentina,South America,La Quiero Conocer ar,95,5/11/2017
14139,Blockia,Bad Bunny,ar,Argentina,South America,Blockia ar,87,5/19/2017
14142,The Greatest,Sia,ar,Argentina,South America,The Greatest ar,82,12/31/2016
14154,La Última Vez,Anuel Aa,ar,Argentina,South America,La Última Vez ar,100,5/4/2017
14300,Qué Me Has Hecho,Chayanne,ar,Argentina,South America,Qué Me Has Hecho ar,82,4/20/2017
14337,Thunder,Imagine Dragons,ar,Argentina,South America,Thunder ar,98,4/27/2017
17209,Bebé - Remix,Brytiago,ar,Argentina,South America,Bebé - Remix ar,101,5/5/2017
17210,Te de Campana,DJ Tetraguy,ar,Argentina,South America,Te de Campana ar,105,3/4/2017
17212,Dive,Ed Sheeran,ar,Argentina,South America,Dive ar,102,3/2/2017
17214,Oncemil,Abel Pintos,ar,Argentina,South America,Oncemil ar,102,4/27/2017
17216,No Promises (feat. Demi Lovato),Cheat Codes,ar,Argentina,South America,No Promises (feat. Demi Lovato) ar,107,4/25/2017
17219,Una y Otra Vez,Rombai,ar,Argentina,South America,Una y Otra Vez ar,109,4/27/2017
17222,I'm the One,DJ Khaled,ar,Argentina,South America,I'm the One ar,109,4/27/2017
17225,Besándote,Piso 21,ar,Argentina,South America,Besándote ar,116,4/20/2017
17227,Tu Foto,Ozuna,ar,Argentina,South America,Tu Foto ar,109,4/27/2017
17229,Dueles,Jesse & Joy,ar,Argentina,South America,Dueles ar,113,1/1/2017
17230,Felices los 4,Maluma,ar,Argentina,South America,Felices los 4 ar,116,4/20/2017
17231,Me Mata,Bad Bunny,ar,Argentina,South America,Me Mata ar,120,4/16/2017
17233,Baila,Agapornis,ar,Argentina,South America,Baila ar,115,12/31/2016
17234,Just Hold On,Steve Aoki,ar,Argentina,South America,Just Hold On ar,107,12/31/2016
17235,Shed a Light,Robin Schulz,ar,Argentina,South America,Shed a Light ar,114,1/2/2017
17236,There's Nothing Holdin' Me Back,Shawn Mendes,ar,Argentina,South America,There's Nothing Holdin' Me Back ar,117,4/19/2017
17240,La Bicicleta - Remix,Carlos Vives,ar,Argentina,South America,La Bicicleta - Remix ar,116,12/31/2016
17243,Acércate (feat. Nicky Jam) - Remix,De La Ghetto,ar,Argentina,South America,Acércate (feat. Nicky Jam) - Remix ar,110,12/31/2016
17248,Al Filo de Tu Amor,Carlos Vives,ar,Argentina,South America,Al Filo de Tu Amor ar,117,2/9/2017
17254,Vida Tranquila,Julián Serrano,ar,Argentina,South America,Vida Tranquila ar,114,1/17/2017
17267,Attention,Charlie Puth,ar,Argentina,South America,Attention ar,112,4/20/2017
17270,Déjame te explico,Reykon,ar,Argentina,South America,Déjame te explico ar,105,4/29/2017
17277,Despacito - Remix,Luis Fonsi,ar,Argentina,South America,Despacito - Remix ar,118,4/16/2017
17285,Pull-Up,Jason Derulo,ar,Argentina,South America,Pull-Up ar,102,1/4/2017
17323,Bobo,J Balvin,ar,Argentina,South America,Bobo ar,106,12/31/2016
17326,El Perdedor,Maluma,ar,Argentina,South America,El Perdedor ar,106,12/31/2016
20077,Tu Ritmo,Los Bonnitos,ar,Argentina,South America,Tu Ritmo ar,125,12/31/2016
20078,El Perdón,Nicky Jam,ar,Argentina,South America,El Perdón ar,137,12/31/2016
20079,Heathens,Twenty One Pilots,ar,Argentina,South America,Heathens ar,130,12/31/2016
20080,Faded,Alan Walker,ar,Argentina,South America,Faded ar,130,1/1/2017
20082,Intento,Ulises Bueno,ar,Argentina,South America,Intento ar,132,3/11/2017
20083,Báilame,Nacho,ar,Argentina,South America,Báilame ar,122,4/14/2017
20085,A Veces Vuelvo,Catupecu Machu,ar,Argentina,South America,A Veces Vuelvo ar,127,1/31/2017
20086,Sign of the Times,Harry Styles,ar,Argentina,South America,Sign of the Times ar,130,4/6/2017
20088,Si Ella Quisiera - Remix,Justin Quiles,ar,Argentina,South America,Si Ella Quisiera - Remix ar,128,12/31/2016
20089,Cold,Maroon 5,ar,Argentina,South America,Cold ar,137,2/16/2017
20092,Hey DJ,CNCO,ar,Argentina,South America,Hey DJ ar,130,4/6/2017
20095,Encantadora - Remix,Yandel,ar,Argentina,South America,Encantadora - Remix ar,124,12/31/2016
